SNOMED;Diagnóstico;Topografia;CID
M-79370;Endométrio Atrófico;Pólipo endometrial.;
M-76800;Pólipo Ístmico;Colo uterino;D069
M-76800;Pólipo Ístmico;Colo uterino;D070
M-76800;Pólipo Ístmico;Colo uterino;D071
M-76800;Pólipo Ístmico;Colo uterino;D072
M-76800;Pólipo Ístmico;Colo uterino;D073
M-76800;Pólipo Ístmico;Colo uterino;D074
M-76800;Pólipo Ístmico;Colo uterino;D075
M-76800;Pólipo Ístmico;Colo uterino;D076
M-97303;Plasmocitoma/Mieloma;Osso ilíaco esquerdo;C900
M-72200;Hiperplasia Linfóide;Linfonodo;D472
M-72200;Hiperplasia Linfóide;Linfonodo;D473
M-72200;Hiperplasia Linfóide;Linfonodo;D474
M-72200;Hiperplasia Linfóide;Linfonodo;D475
M-72200;Hiperplasia Linfóide;Linfonodo;D476
M-72200;Hiperplasia Linfóide;Linfonodo;D477
M-72200;Hiperplasia Linfóide;Linfonodo;D479
M-43000;Alterações Inflamatórias Não Específicas;Fígado;
M-83103;Carcinoma de Células Claras;Rim esquerdo;C649
M-83103;Carcinoma de Células Claras;Gordura perirrenal;C49
M-83103;Carcinoma de Células Claras;Cápsula renal;C64
M-83103;Carcinoma de Células Claras;Margem radial;
M-71800;Tecido Adiposo Maduro Sem Atipias;Rim esquerdo;D17
M-71800;Tecido Adiposo Maduro Sem Atipias;Gordura perirrenal;D17
M-71800;Tecido Adiposo Maduro Sem Atipias;Cápsula renal;D17
M-71800;Tecido Adiposo Maduro Sem Atipias;Margem radial;
M-12345;Negativo Para Células Neoplásicas;Pleura esquerda;
M-41000;Colite Microscópica;Biopsia gástrica;
M-41000;Colite Microscópica;Cólon direito;
M-41000;Colite Microscópica;Reto;
M-41000;Colite Microscópica;Íleo;
M-41000;Colite Microscópica;Sigmóide;
M-41000;Colite Microscópica;Cólon esquerdo;
M-40000;Retite;Sigmóide;C19
M-40000;Retite;Cólon esquerdo;C18
M-49000;Fibrose;Identificar topografia;
M-81303;Carcinoma Urotelial de Baixo Grau;Identificar topografia;
M-81303;Carcinoma Urotelial de Baixo Grau;Ressecção transuretral de bexiga;C67
M-71600;Bócio;Tireoide, lobo esquerdo terço superior;D34
M-69700;Atipia Celular;Tireoide, lobo esquerdo terço superior;D099
M-69700;Atipia Celular;Tireoide, lobo esquerdo terço superior;D09
M-69700;Atipia Celular;Tireoide, lobo esquerdo terço inferior;D099
M-69700;Atipia Celular;Tireoide, lobo esquerdo terço inferior;D099
M-71600;Bócio;Tireoide, lobo esquerdo terço inferior;D34
M-82401;Neoplasia Neuroendócrina Bem Diferenciada;Pólipos sésseis de corpo gástrico;
M-82401;Neoplasia Neuroendócrina Bem Diferenciada;Lesão polipoide de corpo gástrico;
M-82401;Neoplasia Neuroendócrina Bem Diferenciada;Esôfago;
M-82401;Neoplasia Neuroendócrina Bem Diferenciada;Antro e incisura gástrica;
M-82401;Neoplasia Neuroendócrina Bem Diferenciada;Corpo gástrico, biópsia;
M-40000;Esofagite Crônica Leve;Pólipos sésseis de corpo gástrico;K22
M-40000;Esofagite Crônica Leve;Lesão polipoide de corpo gástrico;K22
M-40000;Esofagite Crônica Leve;Antro e incisura gástrica;K219
M-40000;Esofagite Crônica Leve;Corpo gástrico, biópsia;K20
M-43000;Gastrite Crônica Leve Em Mucosa de Padrão Antral;Pólipos sésseis de corpo gástrico;
M-43000;Gastrite Crônica Leve Em Mucosa de Padrão Antral;Lesão polipoide de corpo gástrico;
M-43000;Gastrite Crônica Leve Em Mucosa de Padrão Antral;Esôfago;
43000;Gastrite Crônica Corpórea Leve;Pólipos sésseis de corpo gástrico;
43000;Gastrite Crônica Corpórea Leve;Lesão polipoide de corpo gástrico;
43000;Gastrite Crônica Corpórea Leve;Esôfago;
43000;Gastrite Crônica Corpórea Leve;Antro e incisura gástrica;
43000;Gastrite Crônica Corpórea Leve;Corpo gástrico, biópsia;K29
M-80103; N Engl J Med. 2016 Nov 10;ou= 50% - alta expressão de PD-L12- A pesquisa de expressão do anticorpo PD-L1 utilizando a plataforma DAKO - clone 22C3 é indicada para os pacientes com diagnóstico de carcinoma de pulmão não pequenas células. As neoplasias com alta expressão de PD-L1 estão associadas a resultados mais favoráveis ao tratamento com um tipo específico de anticorpo monoclonal anti-PD-1.3- Este estudo imunoistoquímico é indicado para ser realizado em amostras de tecido parafinizado. As reações de imunoistoquímica são realizadas usando o clone 22C3 (DAKO) utilizando o sistema de visualização EnVision FLEX na plataforma Autostainer Link 48 e seguindo as recomendações do fabricante. Para cada reação realizada, controles positivos e negativos são checados e devem apresentar resultados esperados para que se considere um teste válido.Referências bibliográficas:1- PD-L1 IHC 22C3 pharmDx Interpretation Manual 2- Reck M et al., N Engl J Med. 2016;C34
M-71600;Bócio;Lobo direito da tireoide;E04
M-71600;Bócio;Lobo direito da tireoide;E049
M-71600;Bócio;Lobo esquerdo da tireoide;D34
8260/3;Carcinoma papilífero da tireoide;Lobo esquerdo da tireoide;C73
8260/3;Carcinoma papilífero da tireoide;Istmo da tireoide;C73
8260/3;Carcinoma papilífero da tireoide;Margem de ressecção cirúrgica;C73
8260/3;Carcinoma papilífero da tireoide;Lobo direito da tireoide;C73
8260/3;Carcinoma papilífero da tireoide;Linfonodos;C77
M-58010;Gastrite Crônica Atrófica com Metaplasia Intestinal;Corpo gástrico;
M-43000;Gastrite Crônica;Corpo gástrico;
M-43000;Gastrite Crônica;Pólipo gástrico;
M-43000;Gastrite Crônica;Reto;
M-43000;Gastrite Crônica;Pólipo de cólon ascendente;
M-72420;Pólipo Glandular Fúndico;Antro e incisura gástrica;D130
M-72420;Pólipo Glandular Fúndico;Antro e incisura gástrica;D131
M-72420;Pólipo Glandular Fúndico;Antro e incisura gástrica;D132
M-72420;Pólipo Glandular Fúndico;Antro e incisura gástrica;D133
M-72420;Pólipo Glandular Fúndico;Antro e incisura gástrica;D134
M-72420;Pólipo Glandular Fúndico;Antro e incisura gástrica;D135
M-72420;Pólipo Glandular Fúndico;Antro e incisura gástrica;D136
M-72420;Pólipo Glandular Fúndico;Antro e incisura gástrica;D137
M-72420;Pólipo Glandular Fúndico;Antro e incisura gástrica;D139
M-72420;Pólipo Glandular Fúndico;Corpo gástrico;D130
M-72420;Pólipo Glandular Fúndico;Corpo gástrico;D131
M-72420;Pólipo Glandular Fúndico;Corpo gástrico;D132
M-72420;Pólipo Glandular Fúndico;Corpo gástrico;D133
M-72420;Pólipo Glandular Fúndico;Corpo gástrico;D134
M-72420;Pólipo Glandular Fúndico;Corpo gástrico;D135
M-72420;Pólipo Glandular Fúndico;Corpo gástrico;D136
M-72420;Pólipo Glandular Fúndico;Corpo gástrico;D137
M-72420;Pólipo Glandular Fúndico;Corpo gástrico;D139
M-72420;Pólipo Glandular Fúndico;Reto;D12
M-72420;Pólipo Glandular Fúndico;Reto;D129
M-82110;Adenoma Tubular;Corpo gástrico;D137
M-82110;Adenoma Tubular;Corpo gástrico;D137
M-82110;Adenoma Tubular;Biópsia de corpo e antro gástrico;D131
M-82110;Adenoma Tubular;Biópsia de corpo e antro gástrico;D132
M-82110;Adenoma Tubular;Biópsia de corpo e antro gástrico;D133
M-82110;Adenoma Tubular;Biópsia de corpo e antro gástrico;D134
M-82110;Adenoma Tubular;Biópsia de corpo e antro gástrico;D135
M-82110;Adenoma Tubular;Biópsia de corpo e antro gástrico;D136
M-82110;Adenoma Tubular;Biópsia de corpo e antro gástrico;D137
M-82110;Adenoma Tubular;Biópsia de corpo e antro gástrico;D139
M-76800;Pólipo;Pólipo gástrico;D130
M-76800;Pólipo;Pólipo gástrico;D131
M-76800;Pólipo;Pólipo gástrico;D132
M-76800;Pólipo;Pólipo gástrico;D133
M-76800;Pólipo;Pólipo gástrico;D134
M-76800;Pólipo;Pólipo gástrico;D135
M-76800;Pólipo;Pólipo gástrico;D136
M-76800;Pólipo;Pólipo gástrico;D137
M-76800;Pólipo;Pólipo gástrico;D139
M-95903;Esvaziamento cervical direito;Procedimento Padrão;
M-72420;Pólipo Glandular Fúndico;Pólipo de ceco;D130
M-72420;Pólipo Glandular Fúndico;Pólipo de ceco;D131
M-72420;Pólipo Glandular Fúndico;Pólipo de ceco;D132
M-72420;Pólipo Glandular Fúndico;Pólipo de ceco;D133
M-72420;Pólipo Glandular Fúndico;Pólipo de ceco;D134
M-72420;Pólipo Glandular Fúndico;Pólipo de ceco;D135
M-72420;Pólipo Glandular Fúndico;Pólipo de ceco;D136
M-72420;Pólipo Glandular Fúndico;Pólipo de ceco;D137
M-72420;Pólipo Glandular Fúndico;Pólipo de ceco;D139
M-72420;Pólipo Glandular Fúndico;Biópsia de corpo e antro gástrico;D130
M-72420;Pólipo Glandular Fúndico;Biópsia de corpo e antro gástrico;D131
M-72420;Pólipo Glandular Fúndico;Biópsia de corpo e antro gástrico;D132
M-72420;Pólipo Glandular Fúndico;Biópsia de corpo e antro gástrico;D138
M-72420;Pólipo Glandular Fúndico;Biópsia de corpo e antro gástrico;D139
M-72040;Pólipo Hiperplásico;Pólipo gástrico;D130
M-72040;Pólipo Hiperplásico;Pólipo gástrico;D131
M-72040;Pólipo Hiperplásico;Pólipo gástrico;D132
M-72040;Pólipo Hiperplásico;Pólipo gástrico;D133
M-72040;Pólipo Hiperplásico;Pólipo gástrico;D134
M-72040;Pólipo Hiperplásico;Pólipo gástrico;D135
M-72040;Pólipo Hiperplásico;Pólipo gástrico;D136
M-72040;Pólipo Hiperplásico;Pólipo gástrico;D137
M-72040;Pólipo Hiperplásico;Pólipo gástrico;D139
M-72040;Pólipo Hiperplásico;Biópsia de corpo e antro gástrico;D131
M-72040;Pólipo Hiperplásico;Biópsia de corpo e antro gástrico;D132
M-72040;Pólipo Hiperplásico;Biópsia de corpo e antro gástrico;D133
M-72040;Pólipo Hiperplásico;Biópsia de corpo e antro gástrico;D138
M-72040;Pólipo Hiperplásico;Biópsia de corpo e antro gástrico;D139
M-43000;Gastrite Crônica;Pólipo de ceco;
M-43000;Gastrite Crônica;Biópsia de corpo e antro gástrico;
M-82110;Adenoma Tubular;Antro gástrico;D131
M-82110;Adenoma Tubular;Antro gástrico;D132
M-82110;Adenoma Tubular;Antro gástrico;D133
M-82110;Adenoma Tubular;Antro gástrico;D134
M-82110;Adenoma Tubular;Antro gástrico;D135
M-82110;Adenoma Tubular;Antro gástrico;D136
M-82110;Adenoma Tubular;Antro gástrico;D137
M-82110;Adenoma Tubular;Antro gástrico;D139
M-72040;Pólipo Hiperplásico;Antro gástrico;D131
M-72040;Pólipo Hiperplásico;Antro gástrico;D131
M-72040;Pólipo Hiperplásico;Corpo gástrico;D002
M-72040;Pólipo Hiperplásico;Corpo gástrico;D12
M-72040;Pólipo Hiperplásico;Corpo gástrico;D129
M-43000;Gastrite Crônica;Cólon transverso;
M-43000;Gastrite Crônica;Ceco;
M-43000;Gastrite Crônica;Antro gástrico;
M-72200;Hiperplasia Linfóide;Cólon descendente;D721
M-72200;Hiperplasia Linfóide;Cólon descendente;D729
M-12345;Negativo Para Células Neoplásicas;Abdome;
M-58010;Gastrite Crônica Atrófica com Metaplasia Intestinal;Antro gástrico, biópsia;
M-43000;Gastrite Crônica;Cólon ascendente;
M-24810;Malformação Vascular Combinada Venosa E Linfática;Punho direito;D18
M-43000;Gastrite Crônica;Identificar topografia;
M-80703;Carcinoma de Células Escamosas;Amígdala esquerda;C090
M-80703;Carcinoma de Células Escamosas;Amígdala esquerda;C091
M-88500;Lipoma;Lesão;BENIGNO
M-88500;Lipoma;Lesão;D17
M-88500;Lipoma;Lesão;D179
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
M-88500;Lipoma;Lesão;D489
